user_id,group,platform,user_tenure_days,games_watched_30d,favorite_team_playing,clicked,session_duration_sec,engagement_tier
2311,treatment,Android,178,8,False,0,123,High (8+)
2312,control,iOS,23,6,True,0,331,Mid (4-7)
2313,treatment,iOS,129,4,False,0,149,Mid (4-7)
2314,treatment,Android,757,10,True,0,123,High (8+)
2315,control,iOS,48,10,False,0,377,High (8+)
2316,control,iOS,230,1,False,0,116,Low (0-3)
2317,control,iOS,102,10,False,1,390,High (8+)
2318,control,iOS,190,3,False,0,200,Low (0-3)
2319,control,Android,41,4,False,0,219,Mid (4-7)
2320,treatment,iOS,114,5,False,0,249,Mid (4-7)
2321,treatment,Android,705,2,False,1,432,Low (0-3)
2322,treatment,iOS,39,9,False,0,88,High (8+)
2323,control,iOS,182,7,False,0,200,Mid (4-7)
2324,treatment,iOS,154,6,True,1,663,Mid (4-7)
2325,treatment,Android,149,7,False,0,226,Mid (4-7)
2326,treatment,Android,171,6,False,0,179,Mid (4-7)
2327,control,iOS,125,8,False,0,130,High (8+)
2328,treatment,Android,3,8,False,0,126,High (8+)
2329,control,iOS,414,7,True,0,173,Mid (4-7)
2330,control,Android,315,6,False,0,107,Mid (4-7)
2331,control,Android,34,5,False,0,146,Mid (4-7)
2332,treatment,Android,95,5,False,0,151,Mid (4-7)
2333,treatment,Android,264,7,False,0,164,Mid (4-7)
2334,control,iOS,704,1,False,0,322,Low (0-3)
2335,control,iOS,543,6,False,1,378,Mid (4-7)
2336,control,iOS,413,4,True,0,15,Mid (4-7)
2337,control,iOS,31,8,False,1,394,High (8+)
2338,control,Android,442,6,False,0,130,Mid (4-7)
2339,control,iOS,379,8,False,0,248,High (8+)
2340,treatment,Android,85,9,True,0,170,High (8+)
2341,control,iOS,90,8,False,0,185,High (8+)
2342,control,iOS,110,7,False,0,99,Mid (4-7)
2343,control,Android,192,10,True,0,183,High (8+)
2344,treatment,iOS,54,8,True,1,502,High (8+)
2345,treatment,Android,4,4,False,0,232,Mid (4-7)
2346,treatment,iOS,27,5,False,0,190,Mid (4-7)
2347,control,Android,104,6,True,0,106,Mid (4-7)
2348,treatment,iOS,59,6,False,0,209,Mid (4-7)
2349,control,iOS,260,2,True,0,203,Low (0-3)
2350,treatment,Android,20,4,True,0,257,Mid (4-7)
2351,treatment,Android,449,7,True,1,410,Mid (4-7)
2352,treatment,iOS,406,7,False,1,324,Mid (4-7)
2353,treatment,iOS,430,5,True,0,157,Mid (4-7)
2354,treatment,iOS,242,9,True,1,383,High (8+)
2355,control,iOS,20,8,False,0,208,High (8+)
2356,treatment,Android,103,7,False,0,195,Mid (4-7)
2357,control,Android,25,8,False,0,196,High (8+)
2358,treatment,iOS,791,8,False,0,188,High (8+)
2359,control,iOS,72,2,True,0,56,Low (0-3)
2360,control,Android,158,6,False,0,215,Mid (4-7)
2361,control,iOS,272,8,True,0,220,High (8+)
2362,control,Android,456,4,True,0,144,Mid (4-7)
2363,control,iOS,253,5,True,0,221,Mid (4-7)
2364,treatment,Android,202,7,False,0,170,Mid (4-7)
2365,control,iOS,112,8,True,0,187,High (8+)
2366,control,Android,167,4,True,0,138,Mid (4-7)
2367,treatment,iOS,17,6,True,0,178,Mid (4-7)
2368,control,iOS,387,3,False,1,507,Low (0-3)
2369,treatment,Android,141,3,False,0,162,Low (0-3)
2370,treatment,iOS,7,7,True,0,290,Mid (4-7)
2371,treatment,iOS,454,8,True,1,435,High (8+)
2372,treatment,iOS,120,8,False,0,160,High (8+)
2373,control,iOS,365,7,True,1,480,Mid (4-7)
2374,treatment,Android,349,10,False,0,139,High (8+)
2375,control,Android,304,3,False,0,187,Low (0-3)
2376,control,iOS,11,6,True,1,522,Mid (4-7)
2377,treatment,Android,51,3,False,0,226,Low (0-3)
2378,control,iOS,375,2,True,0,231,Low (0-3)
2379,treatment,Android,412,8,True,0,221,High (8+)
2380,treatment,iOS,110,3,True,0,238,Low (0-3)
2381,treatment,iOS,104,5,True,0,236,Mid (4-7)
2382,treatment,iOS,34,10,False,1,431,High (8+)
2383,control,iOS,621,4,True,0,260,Mid (4-7)
2384,control,iOS,43,4,True,0,208,Mid (4-7)
2385,treatment,iOS,38,5,False,0,144,Mid (4-7)
2386,control,Android,194,5,True,0,176,Mid (4-7)
2387,treatment,iOS,50,9,True,0,233,High (8+)
2388,treatment,Android,502,5,False,0,208,Mid (4-7)
2389,treatment,iOS,1,2,True,0,148,Low (0-3)
2390,control,Android,1,3,False,0,183,Low (0-3)
2391,control,Android,126,1,False,0,134,Low (0-3)
2392,control,Android,120,9,True,0,229,High (8+)
2393,control,Android,32,12,True,0,260,High (8+)
2394,treatment,Android,122,3,True,1,405,Low (0-3)
2395,control,iOS,95,3,False,0,204,Low (0-3)
2396,control,Android,397,7,True,0,115,Mid (4-7)
2397,control,iOS,1,12,True,1,526,High (8+)
2398,treatment,iOS,673,3,False,0,258,Low (0-3)
2399,treatment,iOS,176,7,False,1,394,Mid (4-7)
2400,control,Android,29,3,False,0,192,Low (0-3)
2401,control,iOS,8,10,False,1,472,High (8+)
2402,control,iOS,139,3,True,0,163,Low (0-3)
2403,control,iOS,48,7,False,0,143,Mid (4-7)
2404,treatment,Android,64,3,False,0,299,Low (0-3)
2405,treatment,iOS,50,6,True,1,506,Mid (4-7)
2406,control,iOS,189,3,True,0,229,Low (0-3)
2407,control,iOS,145,10,False,0,184,High (8+)
2408,treatment,Android,14,6,True,0,106,Mid (4-7)
2409,control,Android,134,4,False,0,167,Mid (4-7)
2410,treatment,Android,281,5,False,0,181,Mid (4-7)
2411,control,Android,15,10,True,0,139,High (8+)
2412,control,iOS,396,5,False,0,262,Mid (4-7)
2413,control,Android,155,7,True,1,527,Mid (4-7)
2414,treatment,iOS,541,8,True,0,170,High (8+)
2415,treatment,iOS,28,8,False,1,381,High (8+)
2416,control,iOS,908,4,False,0,198,Mid (4-7)
2417,control,iOS,186,6,False,0,135,Mid (4-7)
2418,control,Android,150,9,True,0,250,High (8+)
2419,control,iOS,130,8,False,0,274,High (8+)
2420,control,Android,4,9,False,1,398,High (8+)
2421,control,iOS,505,6,True,0,154,Mid (4-7)
2422,treatment,iOS,185,5,False,0,229,Mid (4-7)
2423,control,iOS,17,7,True,0,165,Mid (4-7)
2424,control,Android,3,5,False,0,234,Mid (4-7)
2425,treatment,Android,9,7,False,0,269,Mid (4-7)
2426,control,iOS,169,7,False,0,141,Mid (4-7)
2427,treatment,iOS,171,2,False,1,314,Low (0-3)
2428,control,iOS,124,7,False,1,545,Mid (4-7)
2429,treatment,Android,65,6,False,0,250,Mid (4-7)
2430,treatment,Android,136,7,False,0,183,Mid (4-7)
2431,treatment,iOS,130,5,False,0,271,Mid (4-7)
2432,treatment,Android,3,7,False,0,329,Mid (4-7)
2433,control,iOS,59,3,True,0,132,Low (0-3)
2434,treatment,iOS,9,4,True,0,200,Mid (4-7)
2435,control,Android,414,1,True,0,253,Low (0-3)
2436,control,iOS,232,7,False,0,169,Mid (4-7)
2437,control,iOS,999,4,False,0,219,Mid (4-7)
2438,treatment,iOS,64,4,True,1,411,Mid (4-7)
2439,control,iOS,379,11,False,0,87,High (8+)
2440,treatment,Android,166,6,True,1,540,Mid (4-7)
2441,treatment,Android,108,8,False,0,225,High (8+)
2442,treatment,Android,45,3,False,1,462,Low (0-3)
2443,treatment,iOS,241,9,True,0,159,High (8+)
2444,control,iOS,422,5,False,1,403,Mid (4-7)
2445,control,iOS,48,5,False,1,223,Mid (4-7)
2446,control,iOS,34,6,False,0,240,Mid (4-7)
2447,control,Android,214,4,False,0,211,Mid (4-7)
2448,control,Android,678,3,False,0,114,Low (0-3)
2449,control,iOS,249,8,False,0,162,High (8+)
2450,control,Android,60,6,False,0,169,Mid (4-7)
2451,treatment,Android,98,6,True,0,164,Mid (4-7)
2452,treatment,iOS,87,6,True,0,238,Mid (4-7)
2453,control,Android,344,6,False,0,259,Mid (4-7)
2454,treatment,iOS,265,7,False,0,238,Mid (4-7)
2455,control,iOS,160,6,False,1,421,Mid (4-7)
2456,control,iOS,57,8,False,0,184,High (8+)
2457,treatment,iOS,500,5,False,0,150,Mid (4-7)
2458,control,iOS,190,8,False,0,111,High (8+)
2459,control,iOS,634,9,False,0,162,High (8+)
2460,treatment,iOS,156,3,True,0,131,Low (0-3)
2461,treatment,Android,309,1,True,0,290,Low (0-3)
2462,treatment,Android,301,5,False,0,232,Mid (4-7)
2463,treatment,Android,74,7,False,0,125,Mid (4-7)
2464,treatment,iOS,598,8,False,0,169,High (8+)
2465,control,iOS,3,1,False,0,146,Low (0-3)
2466,control,iOS,263,3,False,0,142,Low (0-3)
2467,control,iOS,606,6,True,0,157,Mid (4-7)
2468,control,iOS,74,3,True,0,160,Low (0-3)
2469,treatment,Android,187,9,True,0,155,High (8+)
2470,control,Android,148,8,False,0,183,High (8+)
2471,treatment,Android,258,4,True,0,162,Mid (4-7)
2472,treatment,iOS,362,11,False,0,249,High (8+)
2473,treatment,iOS,166,5,True,0,182,Mid (4-7)
2474,treatment,Android,304,7,True,0,180,Mid (4-7)
2475,treatment,iOS,67,8,False,0,154,High (8+)
2476,control,iOS,46,8,False,1,565,High (8+)
2477,treatment,iOS,101,4,False,1,244,Mid (4-7)
2478,control,iOS,203,12,True,0,164,High (8+)
2479,treatment,iOS,37,10,True,0,253,High (8+)
2480,control,Android,205,4,False,0,137,Mid (4-7)
2481,treatment,Android,90,6,True,0,200,Mid (4-7)
2482,treatment,iOS,285,8,True,0,253,High (8+)
2483,control,iOS,6,6,True,0,196,Mid (4-7)
2484,control,Android,198,4,False,0,160,Mid (4-7)
2485,treatment,iOS,188,4,False,1,160,Mid (4-7)
2486,control,iOS,509,4,False,0,178,Mid (4-7)
2487,treatment,iOS,224,8,False,1,386,High (8+)
2488,treatment,iOS,286,5,True,0,199,Mid (4-7)
2489,control,Android,422,6,False,0,84,Mid (4-7)
2490,control,Android,202,5,False,1,414,Mid (4-7)
2491,control,iOS,61,7,True,1,538,Mid (4-7)
2492,treatment,iOS,366,9,True,1,373,High (8+)
2493,control,iOS,247,8,False,0,227,High (8+)
2494,treatment,iOS,99,5,False,1,330,Mid (4-7)
2495,control,Android,223,6,False,0,170,Mid (4-7)
2496,treatment,Android,364,5,True,0,141,Mid (4-7)
2497,treatment,iOS,668,4,True,0,145,Mid (4-7)
2498,treatment,Android,547,4,False,1,509,Mid (4-7)
2499,control,Android,70,6,False,0,311,Mid (4-7)
2500,treatment,Android,98,5,False,0,290,Mid (4-7)
2501,treatment,iOS,20,5,False,0,108,Mid (4-7)
2502,treatment,iOS,51,3,True,0,204,Low (0-3)
2503,treatment,Android,385,1,True,1,354,Low (0-3)
2504,control,iOS,80,3,True,0,162,Low (0-3)
2505,control,Android,174,3,False,0,217,Low (0-3)
2506,treatment,Android,197,5,True,0,150,Mid (4-7)
2507,control,Android,274,11,True,1,348,High (8+)
2508,treatment,iOS,36,8,False,0,210,High (8+)
2509,treatment,Android,65,7,True,0,260,Mid (4-7)
2510,control,iOS,107,8,False,0,303,High (8+)
2511,treatment,Android,81,5,True,0,212,Mid (4-7)
2512,control,iOS,732,9,True,0,128,High (8+)
2513,treatment,iOS,324,8,False,1,397,High (8+)
2514,treatment,Android,117,6,False,1,285,Mid (4-7)
2515,treatment,iOS,380,4,True,0,181,Mid (4-7)
2516,control,iOS,76,5,False,0,274,Mid (4-7)
2517,control,Android,277,1,True,0,265,Low (0-3)
2518,treatment,iOS,45,11,False,1,525,High (8+)
2519,treatment,Android,266,7,False,0,280,Mid (4-7)
2520,treatment,iOS,109,4,True,1,435,Mid (4-7)
2521,control,Android,20,7,False,0,139,Mid (4-7)
2522,control,Android,57,4,False,0,220,Mid (4-7)
2523,control,iOS,92,1,False,0,178,Low (0-3)
2524,treatment,iOS,249,8,False,0,249,High (8+)
2525,control,iOS,13,6,True,0,110,Mid (4-7)
2526,control,iOS,193,3,True,0,253,Low (0-3)
2527,treatment,iOS,226,8,True,0,213,High (8+)
2528,control,Android,190,7,False,1,458,Mid (4-7)
2529,treatment,iOS,257,0,True,0,83,
2530,treatment,iOS,35,3,False,0,314,Low (0-3)
2531,treatment,Android,159,4,False,1,345,Mid (4-7)
2532,control,iOS,509,6,False,0,98,Mid (4-7)
2533,control,iOS,169,6,True,0,219,Mid (4-7)
2534,treatment,iOS,170,9,False,0,248,High (8+)
2535,treatment,iOS,240,11,False,1,556,High (8+)
2536,treatment,Android,72,3,False,0,130,Low (0-3)
2537,control,Android,217,13,False,0,153,High (8+)
2538,treatment,iOS,446,3,False,0,206,Low (0-3)
2539,treatment,iOS,1,8,False,0,146,High (8+)
2540,treatment,iOS,367,10,False,0,255,High (8+)
2541,treatment,iOS,44,5,False,0,132,Mid (4-7)
2542,treatment,Android,109,11,False,0,85,High (8+)
2543,treatment,iOS,344,12,False,1,520,High (8+)
2544,control,iOS,312,6,False,0,139,Mid (4-7)
2545,control,iOS,400,4,False,0,210,Mid (4-7)
2546,control,Android,507,9,True,0,213,High (8+)
2547,control,Android,106,5,True,0,141,Mid (4-7)
2548,control,Android,192,10,False,0,217,High (8+)
2549,control,Android,89,8,False,0,154,High (8+)
2550,control,iOS,77,5,True,0,138,Mid (4-7)
2551,control,iOS,101,7,False,0,177,Mid (4-7)
2552,treatment,iOS,244,6,True,0,285,Mid (4-7)
2553,treatment,Android,125,4,False,0,199,Mid (4-7)
2554,control,Android,302,5,False,1,409,Mid (4-7)
2555,treatment,iOS,246,6,False,0,184,Mid (4-7)
2556,treatment,Android,3,8,False,1,552,High (8+)
2557,control,Android,179,5,False,0,200,Mid (4-7)
2558,control,Android,103,11,False,1,549,High (8+)
2559,treatment,iOS,109,6,False,1,500,Mid (4-7)
2560,treatment,Android,307,4,False,0,226,Mid (4-7)
2561,treatment,iOS,142,4,False,0,206,Mid (4-7)
2562,control,Android,390,6,True,1,533,Mid (4-7)
2563,control,Android,224,5,False,0,233,Mid (4-7)
2564,control,iOS,144,3,False,0,179,Low (0-3)
2565,control,Android,252,4,False,0,230,Mid (4-7)
2566,control,Android,7,3,False,0,140,Low (0-3)
2567,control,iOS,4,11,False,1,252,High (8+)
2568,treatment,iOS,15,8,False,0,152,High (8+)
2569,treatment,iOS,103,5,True,1,423,Mid (4-7)
2570,control,Android,48,3,False,0,168,Low (0-3)
2571,treatment,Android,747,8,True,0,256,High (8+)
2572,control,iOS,140,6,False,0,132,Mid (4-7)
2573,control,iOS,195,6,True,0,61,Mid (4-7)
2574,control,iOS,58,3,False,0,179,Low (0-3)
2575,treatment,iOS,69,7,False,1,319,Mid (4-7)
2576,treatment,iOS,73,7,False,0,158,Mid (4-7)
2577,treatment,iOS,215,6,True,0,193,Mid (4-7)
2578,control,iOS,115,6,True,0,133,Mid (4-7)
2579,treatment,iOS,131,8,True,1,464,High (8+)
2580,control,Android,161,6,True,0,214,Mid (4-7)
2581,treatment,Android,263,9,False,0,216,High (8+)
2582,treatment,Android,17,5,False,0,215,Mid (4-7)
2583,control,Android,270,7,False,0,213,Mid (4-7)
2584,treatment,iOS,149,4,False,0,205,Mid (4-7)
2585,treatment,iOS,199,6,False,0,171,Mid (4-7)
2586,control,iOS,71,4,False,1,518,Mid (4-7)
2587,treatment,Android,94,7,True,0,130,Mid (4-7)
2588,control,Android,47,13,False,0,254,High (8+)
2589,treatment,Android,697,3,True,0,233,Low (0-3)
2590,treatment,Android,123,4,False,1,395,Mid (4-7)
2591,treatment,Android,997,5,True,0,229,Mid (4-7)
2592,treatment,iOS,121,5,True,0,229,Mid (4-7)
2593,treatment,iOS,44,4,False,0,324,Mid (4-7)
2594,control,iOS,127,1,False,0,117,Low (0-3)
2595,treatment,iOS,7,4,False,0,100,Mid (4-7)
2596,control,Android,423,2,False,1,406,Low (0-3)
2597,control,iOS,307,6,False,0,206,Mid (4-7)
2598,control,iOS,232,2,False,0,99,Low (0-3)
2599,control,iOS,169,4,False,1,567,Mid (4-7)
2600,treatment,iOS,156,4,False,1,426,Mid (4-7)
2601,control,iOS,1030,3,True,1,420,Low (0-3)
2602,treatment,iOS,58,3,False,1,496,Low (0-3)
2603,control,iOS,272,4,False,0,315,Mid (4-7)
2604,control,Android,156,6,False,0,151,Mid (4-7)
2605,treatment,iOS,670,8,False,0,215,High (8+)
2606,control,Android,316,4,False,0,120,Mid (4-7)
2607,control,Android,1173,4,False,0,177,Mid (4-7)
2608,treatment,Android,159,9,True,1,479,High (8+)
2609,control,Android,41,8,False,1,469,High (8+)
2610,treatment,iOS,126,5,False,0,153,Mid (4-7)
2611,control,iOS,223,3,True,0,234,Low (0-3)
2612,control,iOS,267,8,False,1,318,High (8+)
2613,treatment,iOS,0,5,False,0,175,Mid (4-7)
2614,control,Android,126,5,False,0,73,Mid (4-7)
2615,control,Android,48,6,True,0,154,Mid (4-7)
2616,control,iOS,374,5,False,0,117,Mid (4-7)
2617,control,iOS,29,6,False,0,198,Mid (4-7)
2618,treatment,iOS,197,8,False,0,131,High (8+)
2619,control,Android,55,3,True,0,45,Low (0-3)
2620,treatment,Android,79,6,False,0,200,Mid (4-7)
2621,treatment,Android,508,5,False,0,215,Mid (4-7)
2622,control,Android,49,4,False,0,135,Mid (4-7)
2623,treatment,iOS,17,7,False,0,41,Mid (4-7)
2624,control,iOS,12,7,False,0,161,Mid (4-7)
2625,treatment,iOS,126,2,True,0,129,Low (0-3)
2626,control,iOS,184,8,False,0,95,High (8+)
2627,treatment,Android,71,5,False,0,169,Mid (4-7)
2628,control,iOS,210,8,True,1,365,High (8+)
2629,control,Android,11,5,False,0,133,Mid (4-7)
2630,treatment,iOS,350,5,False,0,198,Mid (4-7)
2631,treatment,iOS,305,3,False,0,186,Low (0-3)
2632,control,iOS,762,6,False,0,155,Mid (4-7)
2633,control,iOS,496,1,True,0,192,Low (0-3)
2634,treatment,Android,79,6,False,0,174,Mid (4-7)
2635,treatment,iOS,91,6,False,0,124,Mid (4-7)
2636,treatment,Android,246,4,False,0,184,Mid (4-7)
2637,treatment,Android,25,7,False,1,194,Mid (4-7)
2638,treatment,iOS,67,5,False,0,166,Mid (4-7)
2639,treatment,Android,22,10,False,0,328,High (8+)
2640,control,iOS,109,5,True,0,178,Mid (4-7)
2641,control,Android,144,3,False,0,206,Low (0-3)
2642,treatment,Android,42,7,False,0,192,Mid (4-7)
2643,treatment,Android,4,14,False,0,217,High (8+)
2644,control,iOS,228,6,False,0,215,Mid (4-7)
2645,control,iOS,3,4,False,0,144,Mid (4-7)
2646,treatment,iOS,652,4,True,1,437,Mid (4-7)
2647,treatment,iOS,45,6,True,0,162,Mid (4-7)
2648,control,Android,196,9,False,0,145,High (8+)
2649,control,Android,102,5,True,0,168,Mid (4-7)
2650,control,iOS,11,3,False,0,168,Low (0-3)
2651,control,iOS,115,6,False,0,258,Mid (4-7)
2652,control,iOS,130,9,False,0,130,High (8+)
2653,control,iOS,347,8,True,0,194,High (8+)
2654,treatment,iOS,237,6,False,1,343,Mid (4-7)
2655,control,iOS,14,5,True,0,164,Mid (4-7)
2656,treatment,Android,42,5,True,0,248,Mid (4-7)
2657,treatment,iOS,67,8,False,1,314,High (8+)
2658,control,iOS,22,4,False,0,83,Mid (4-7)
2659,treatment,Android,109,2,True,1,407,Low (0-3)
2660,control,iOS,747,6,False,1,343,Mid (4-7)
2661,treatment,Android,130,4,True,0,299,Mid (4-7)
2662,control,Android,243,7,False,0,208,Mid (4-7)
2663,treatment,Android,206,4,False,0,114,Mid (4-7)
2664,treatment,iOS,341,6,False,1,404,Mid (4-7)
2665,control,iOS,43,4,False,0,102,Mid (4-7)
2666,control,Android,252,4,False,0,241,Mid (4-7)
2667,treatment,Android,383,6,False,0,213,Mid (4-7)
2668,treatment,iOS,33,8,False,0,313,High (8+)
2669,control,iOS,76,10,False,0,230,High (8+)
2670,treatment,iOS,631,5,False,1,420,Mid (4-7)
2671,control,iOS,273,12,True,0,261,High (8+)
2672,treatment,iOS,59,5,False,0,176,Mid (4-7)
2673,control,iOS,149,8,False,1,395,High (8+)
2674,treatment,iOS,93,6,True,0,199,Mid (4-7)
2675,control,Android,121,9,False,0,152,High (8+)
2676,control,iOS,78,5,False,0,145,Mid (4-7)
2677,control,Android,58,8,False,0,326,High (8+)
2678,control,Android,202,10,False,0,254,High (8+)
2679,treatment,iOS,271,7,True,1,366,Mid (4-7)
2680,control,Android,372,7,False,0,184,Mid (4-7)
2681,treatment,Android,30,2,True,0,94,Low (0-3)
2682,control,iOS,311,6,True,1,407,Mid (4-7)
2683,control,iOS,52,7,True,0,149,Mid (4-7)
2684,control,iOS,100,7,False,0,166,Mid (4-7)
2685,control,Android,417,1,True,0,234,Low (0-3)
2686,control,Android,109,6,True,0,86,Mid (4-7)
2687,control,iOS,39,8,True,1,508,High (8+)
2688,control,Android,31,8,True,0,192,High (8+)
2689,control,iOS,115,7,False,0,223,Mid (4-7)
2690,treatment,iOS,258,3,False,0,153,Low (0-3)
2691,treatment,Android,1058,2,True,0,88,Low (0-3)
2692,control,iOS,278,7,True,0,192,Mid (4-7)
2693,control,Android,377,7,False,0,127,Mid (4-7)
2694,treatment,Android,247,5,False,0,212,Mid (4-7)
2695,treatment,Android,406,8,True,0,246,High (8+)
2696,treatment,iOS,14,7,False,1,544,Mid (4-7)
2697,control,Android,478,6,False,0,106,Mid (4-7)
2698,treatment,Android,90,8,False,0,194,High (8+)
2699,treatment,iOS,458,5,False,0,192,Mid (4-7)
2700,treatment,iOS,14,7,True,0,135,Mid (4-7)
2701,treatment,iOS,226,6,True,0,260,Mid (4-7)
2702,control,Android,239,3,False,0,192,Low (0-3)
2703,control,Android,1040,6,False,0,192,Mid (4-7)
2704,treatment,iOS,263,5,False,0,181,Mid (4-7)
2705,treatment,Android,86,4,False,1,402,Mid (4-7)
2706,control,iOS,146,4,False,0,273,Mid (4-7)
2707,control,Android,82,4,False,0,160,Mid (4-7)
2708,control,iOS,39,4,True,0,236,Mid (4-7)
2709,control,iOS,51,5,True,1,608,Mid (4-7)
2710,treatment,iOS,45,0,False,0,222,
2711,treatment,iOS,143,5,True,0,138,Mid (4-7)
2712,control,Android,425,9,False,0,168,High (8+)
2713,control,iOS,438,5,True,0,84,Mid (4-7)
2714,control,iOS,10,4,True,0,179,Mid (4-7)
2715,control,iOS,14,4,False,1,466,Mid (4-7)
2716,treatment,iOS,50,9,False,0,100,High (8+)
2717,treatment,Android,53,6,True,0,186,Mid (4-7)
2718,treatment,Android,17,1,False,1,374,Low (0-3)
2719,control,iOS,88,7,False,1,355,Mid (4-7)
2720,treatment,iOS,159,4,False,0,295,Mid (4-7)
2721,treatment,iOS,155,6,False,1,350,Mid (4-7)
2722,treatment,Android,141,5,False,0,161,Mid (4-7)
2723,control,Android,74,6,True,0,117,Mid (4-7)
2724,control,Android,220,4,False,0,264,Mid (4-7)
2725,control,Android,315,3,False,0,193,Low (0-3)
2726,control,Android,76,8,False,0,248,High (8+)
2727,control,Android,16,7,False,1,520,Mid (4-7)
2728,control,iOS,63,9,False,1,535,High (8+)
2729,control,iOS,26,10,False,1,541,High (8+)
2730,treatment,iOS,113,2,False,1,411,Low (0-3)
2731,control,iOS,30,8,False,1,287,High (8+)
2732,control,Android,111,4,True,0,209,Mid (4-7)
2733,treatment,iOS,44,10,False,0,198,High (8+)
2734,treatment,iOS,241,5,False,1,291,Mid (4-7)
2735,treatment,iOS,5,4,False,0,186,Mid (4-7)
2736,treatment,iOS,145,6,True,0,163,Mid (4-7)
2737,treatment,iOS,33,7,False,0,240,Mid (4-7)
2738,treatment,Android,0,7,True,1,365,Mid (4-7)
2739,control,Android,366,7,False,0,202,Mid (4-7)
2740,control,Android,200,11,True,0,136,High (8+)
2741,control,iOS,18,3,True,0,160,Low (0-3)
2742,control,iOS,196,3,False,0,129,Low (0-3)
2743,control,iOS,170,3,False,1,474,Low (0-3)
2744,treatment,Android,115,0,False,0,179,
2745,treatment,iOS,97,7,False,0,221,Mid (4-7)
2746,treatment,iOS,392,10,False,0,253,High (8+)
2747,control,Android,50,8,True,0,176,High (8+)
2748,treatment,iOS,91,3,True,0,45,Low (0-3)
2749,treatment,iOS,71,5,False,0,261,Mid (4-7)
2750,control,iOS,265,9,False,1,577,High (8+)
2751,treatment,iOS,446,6,False,0,129,Mid (4-7)
2752,control,iOS,341,6,False,0,432,Mid (4-7)
2753,control,iOS,287,7,False,0,184,Mid (4-7)
2754,treatment,Android,778,5,True,0,142,Mid (4-7)
2755,control,Android,215,4,True,0,154,Mid (4-7)
2756,control,iOS,250,9,False,0,239,High (8+)
2757,treatment,Android,731,10,False,0,143,High (8+)
2758,treatment,iOS,1,1,False,0,91,Low (0-3)
2759,control,iOS,180,7,False,0,255,Mid (4-7)
2760,control,iOS,241,7,True,0,178,Mid (4-7)
2761,control,Android,449,9,False,0,149,High (8+)
2762,treatment,iOS,387,5,False,1,385,Mid (4-7)
2763,control,Android,332,8,True,0,187,High (8+)
2764,control,Android,524,4,False,0,160,Mid (4-7)
2765,treatment,iOS,138,2,True,1,323,Low (0-3)
2766,treatment,Android,1,7,False,0,202,Mid (4-7)
2767,control,Android,2,4,False,0,247,Mid (4-7)
2768,treatment,iOS,141,7,True,1,323,Mid (4-7)
2769,treatment,iOS,102,6,True,0,286,Mid (4-7)
2770,control,Android,108,7,False,1,496,Mid (4-7)
2771,control,Android,92,8,False,0,124,High (8+)
2772,treatment,iOS,449,5,False,0,72,Mid (4-7)
2773,control,iOS,80,5,False,0,154,Mid (4-7)
2774,treatment,iOS,349,9,False,1,389,High (8+)
2775,control,iOS,419,3,True,1,439,Low (0-3)
2776,control,iOS,124,3,False,0,228,Low (0-3)
2777,control,Android,106,6,True,0,199,Mid (4-7)
2778,control,Android,257,5,True,1,576,Mid (4-7)
2779,control,iOS,221,9,False,0,269,High (8+)
2780,control,Android,71,6,True,0,147,Mid (4-7)
2781,treatment,Android,19,8,True,1,402,High (8+)
2782,treatment,iOS,55,6,True,1,469,Mid (4-7)
2783,treatment,iOS,25,4,True,0,213,Mid (4-7)
2784,treatment,iOS,62,5,True,0,232,Mid (4-7)
2785,control,Android,54,5,False,0,152,Mid (4-7)
2786,treatment,iOS,182,8,True,1,305,High (8+)
2787,control,Android,556,7,True,1,372,Mid (4-7)
2788,treatment,iOS,208,6,True,1,322,Mid (4-7)
2789,treatment,iOS,470,6,False,0,163,Mid (4-7)
2790,treatment,iOS,275,7,True,0,179,Mid (4-7)
2791,treatment,iOS,234,7,False,1,399,Mid (4-7)
2792,treatment,Android,96,4,True,0,186,Mid (4-7)
2793,control,Android,70,6,False,0,219,Mid (4-7)
2794,control,iOS,337,9,True,0,196,High (8+)
2795,treatment,Android,424,11,False,0,239,High (8+)
2796,control,Android,108,7,False,0,206,Mid (4-7)
2797,treatment,iOS,1,9,False,0,188,High (8+)
2798,treatment,Android,283,6,True,1,176,Mid (4-7)
2799,control,iOS,60,3,False,0,212,Low (0-3)
2800,treatment,iOS,1,3,True,0,103,Low (0-3)
2801,treatment,iOS,294,6,False,0,255,Mid (4-7)
2802,treatment,Android,131,2,False,0,240,Low (0-3)
2803,treatment,iOS,208,5,False,1,401,Mid (4-7)
2804,treatment,Android,443,5,False,1,367,Mid (4-7)
2805,treatment,Android,140,8,False,0,237,High (8+)
2806,treatment,iOS,125,8,False,0,176,High (8+)
2807,control,iOS,61,4,True,0,233,Mid (4-7)
2808,control,iOS,65,5,False,0,243,Mid (4-7)
2809,treatment,iOS,286,6,False,0,134,Mid (4-7)
2810,control,iOS,107,7,False,0,90,Mid (4-7)
2811,treatment,iOS,32,1,False,0,173,Low (0-3)
2812,treatment,iOS,17,5,False,0,233,Mid (4-7)
2813,control,iOS,115,8,False,0,176,High (8+)
2814,treatment,iOS,112,7,True,1,532,Mid (4-7)
2815,treatment,iOS,190,6,True,1,551,Mid (4-7)
